year,country,iso3,pol,status
2021,Lao People's Democratic Republic,LAO,2,In force
2021,Mongolia,MNG,2,Ended
2021,Mongolia,MNG,2,In force
2021,Qatar,QAT,5,Ended
2021,Qatar,QAT,5,In force
2021,Qatar,QAT,5,In force
2021,Qatar,QAT,5,In force
2021,Qatar,QAT,5,In force
2004,Angola,AGO,1,In force
2009,Angola,AGO,1,In force
2020,Angola,AGO,2,In force
2020,Angola,AGO,2,In force
2000,Angola,AGO,2,In force
2000,Angola,AGO,2,In force
2006,Belgium,BEL,5,In force
2006,Belgium,BEL,5,In force
2006,Belgium,BEL,5,In force
2006,Belgium,BEL,5,Ended
2006,Belgium,BEL,5,Ended
2019,Gabon,GAB,3,In force
2019,Gabon,GAB,3,In force
2019,Gabon,GAB,3,In force
2011,Gabon,GAB,1,In force
2014,Gabon,GAB,1,In force
2006,Equatorial Guinea,GNQ,1,In force
2020,Equatorial Guinea,GNQ,1,In force
2015,Republic of the Congo,COG,2,In force
2015,Republic of the Congo,COG,2,In force
2016,Republic of the Congo,COG,2,In force
2016,Republic of the Congo,COG,2,Announced
2011,Republic of the Congo,COG,1,In force
2021,Chile,CHL,15,Ended
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,In force
2021,Chile,CHL,15,Announced
2021,Ecuador,ECU,5,In force
2021,Ecuador,ECU,5,In force
2021,Ecuador,ECU,5,In force
2021,Ecuador,ECU,5,In force
2021,Ecuador,ECU,5,Announced
2013,Hungary,HUN,3,Ended
2013,Hungary,HUN,3,In force
2013,Hungary,HUN,3,In force
2013,Hungary,HUN,3,In force
2021,New Zealand,NZL,8,In force
2021,New Zealand,NZL,8,In force
2021,New Zealand,NZL,8,Ended
2021,New Zealand,NZL,8,Ended
2021,New Zealand,NZL,8,Announced
2021,New Zealand,NZL,8,Announced
2021,New Zealand,NZL,8,Ended
2021,New Zealand,NZL,8,In force
2021,Norway,NOR,13,Ended
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,Ended
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,In force
2021,Norway,NOR,13,In force
2021,Bolivarian Republic of Venezuela,VEN,2,Ended
2021,Bolivarian Republic of Venezuela,VEN,2,In force
2021,Dominican Republic,DOM,2,Ended
2021,Dominican Republic,DOM,2,In force
2021,El Salvador,SLV,3,Ended
2021,El Salvador,SLV,3,In force
2021,El Salvador,SLV,3,In force
2021,Palau,PLW,1,In force
2021,Papua New Guinea,PNG,2,Ended
2021,Papua New Guinea,PNG,2,In force
2021,Saint Vincent and the Grenadines,VCT,1,In force
2021,Trinidad And Tobago,TTO,1,In force
2018,Brazil,BRA,8,In force
2018,Brazil,BRA,8,In force
2018,Brazil,BRA,8,Ended
2018,Brazil,BRA,8,In force
2018,Brazil,BRA,8,In force
2018,Brazil,BRA,8,In force
2018,Brazil,BRA,8,In force
2018,Brazil,BRA,8,Ended
2021,Tuvalu,TUV,2,Ended
2021,Tuvalu,TUV,2,In force
2021,Democratic Republic of the Congo,COD,2,Ended
2021,Democratic Republic of the Congo,COD,2,In force
2021,Honduras,HND,3,Ended
2021,Honduras,HND,3,In force
2021,Honduras,HND,3,In force
2021,Montenegro,MNE,2,Ended
2021,Montenegro,MNE,2,In force
2021,Nicaragua,NIC,4,Ended
2021,Nicaragua,NIC,4,In force
2021,Nicaragua,NIC,4,Announced
2021,Nicaragua,NIC,4,In force
2021,Serbia,SRB,3,Ended
2021,Serbia,SRB,3,In force
2021,Serbia,SRB,3,In force
2021,Serbia,SRB,3,In force
2021,Burkina Faso,BFA,2,Ended
2021,Burkina Faso,BFA,2,In force
2021,Mozambique,MOZ,3,Ended
2021,Mozambique,MOZ,3,In force
2021,Mozambique,MOZ,3,In force
2021,Lebanon,LBN,2,Ended
2021,Lebanon,LBN,2,In force
2018,Peru,PER,2,In force
2018,Peru,PER,2,In force
2014,Peru,PER,3,In force
2014,Peru,PER,3,In force
2014,Peru,PER,3,In force
2009,Peru,PER,7,In force
2009,Peru,PER,7,In force
2009,Peru,PER,7,In force
2009,Peru,PER,7,In force
2009,Peru,PER,7,In force
2009,Peru,PER,7,In force
2009,Peru,PER,7,In force
2009,Peru,PER,7,In force
2009,Peru,PER,7,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,Announced
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Denmark,DNK,18,In force
2020,Finland,FIN,12,Ended
2020,Finland,FIN,12,In force
2020,Finland,FIN,12,Ended
2020,Finland,FIN,12,In force
2020,Finland,FIN,12,In force
2020,Finland,FIN,12,In force
2020,Finland,FIN,12,In force
2020,Finland,FIN,12,In force
2020,Finland,FIN,12,In force
2020,Finland,FIN,12,In force
2020,Finland,FIN,12,In force
2020,Finland,FIN,12,In force
2021,Oman,OMN,4,Ended
2021,Oman,OMN,4,In force
2021,Oman,OMN,4,Ended
2021,Oman,OMN,4,In force
2020,Ireland,IRL,8,In force
2020,Ireland,IRL,8,In force
2020,Ireland,IRL,8,In force
2020,Ireland,IRL,8,In force
2020,Ireland,IRL,8,In force
2020,Ireland,IRL,8,In force
2020,Ireland,IRL,8,In force
2020,Ireland,IRL,8,In force
2005,Iraq,IRQ,1,In force
2009,Iraq,IRQ,1,In force
2014,Kuwait,KWT,2,In force
2014,Kuwait,KWT,2,In force
2007,Qatar,QAT,1,In force
2003,Qatar,QAT,1,In force
2005,Qatar,QAT,1,In force
2018,Ecuador,ECU,2,In force
2018,Ecuador,ECU,2,In force
2017,Ecuador,ECU,4,In force
2017,Ecuador,ECU,4,In force
2017,Ecuador,ECU,4,In force
2017,Ecuador,ECU,4,In force
2001,Ecuador,ECU,2,In force
2001,Ecuador,ECU,2,In force
2001,Ecuador,ECU,2,In force
2016,Switzerland,CHE,2,Announced
2016,Switzerland,CHE,2,In force
2016,Switzerland,CHE,2,Ended
2016,Korea,KOR,8,In force
2016,Korea,KOR,8,In force
2016,Korea,KOR,8,In force
2016,Korea,KOR,8,In force
2016,Korea,KOR,8,Announced
2016,Korea,KOR,8,In force
2016,Korea,KOR,8,In force
2016,Korea,KOR,8,In force
2016,Korea,KOR,8,In force
2015,Switzerland,CHE,2,In force
2015,Switzerland,CHE,2,In force
2015,Switzerland,CHE,2,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,Ended
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2015,Korea,KOR,11,In force
2019,Portugal,PRT,6,In force
2019,Portugal,PRT,6,In force
2019,Portugal,PRT,6,In force
2019,Portugal,PRT,6,In force
2019,Portugal,PRT,6,Ended
2019,Portugal,PRT,6,In force
2018,Portugal,PRT,10,In force
2018,Portugal,PRT,10,In force
2018,Portugal,PRT,10,In force
2018,Portugal,PRT,10,In force
2018,Portugal,PRT,10,In force
2018,Portugal,PRT,10,Ended
2018,Portugal,PRT,10,Ended
2018,Portugal,PRT,10,Ended
2018,Portugal,PRT,10,Ended
2018,Portugal,PRT,10,In force
2020,Slovak Republic,SVK,3,In force
2020,Slovak Republic,SVK,3,In force
2020,Slovak Republic,SVK,3,In force
2015,Slovak Republic,SVK,7,In force
2015,Slovak Republic,SVK,7,In force
2015,Slovak Republic,SVK,7,In force
2015,Slovak Republic,SVK,7,In force
2015,Slovak Republic,SVK,7,In force
2015,Slovak Republic,SVK,7,In force
2015,Slovak Republic,SVK,7,In force
2014,Slovak Republic,SVK,8,In force
2014,Slovak Republic,SVK,8,In force
2014,Slovak Republic,SVK,8,Ended
2014,Slovak Republic,SVK,8,In force
2014,Slovak Republic,SVK,8,In force
2014,Slovak Republic,SVK,8,Ended
2014,Slovak Republic,SVK,8,In force
2014,Slovak Republic,SVK,8,In force
2019,Slovak Republic,SVK,2,In force
2019,Slovak Republic,SVK,2,In force
2016,Slovak Republic,SVK,2,In force
2016,Slovak Republic,SVK,2,Announced
2010,Slovak Republic,SVK,4,In force
2010,Slovak Republic,SVK,4,In force
2010,Slovak Republic,SVK,4,In force
2010,Slovak Republic,SVK,4,In force
2021,Slovak Republic,SVK,13,In force
2021,Slovak Republic,SVK,13,In force
2021,Slovak Republic,SVK,13,In force
2021,Slovak Republic,SVK,13,In force
2021,Slovak Republic,SVK,13,In force
2021,Slovak Republic,SVK,13,In force
2021,Slovak Republic,SVK,13,In force
2021,Slovak Republic,SVK,13,Ended
2021,Slovak Republic,SVK,13,Ended
2021,Slovak Republic,SVK,13,Announced
2021,Slovak Republic,SVK,13,In force
2021,Slovak Republic,SVK,13,In force
2021,Slovak Republic,SVK,13,In force
2009,Norway,NOR,4,In force
2009,Norway,NOR,4,In force
2009,Norway,NOR,4,In force
2009,Norway,NOR,4,In force
2020,New Zealand,NZL,8,In force
2020,New Zealand,NZL,8,In force
2020,New Zealand,NZL,8,In force
2020,New Zealand,NZL,8,In force
2020,New Zealand,NZL,8,In force
2020,New Zealand,NZL,8,Ended
2020,New Zealand,NZL,8,In force
2020,New Zealand,NZL,8,In force
2004,Australia,AUS,14,Ended
2004,Australia,AUS,14,Ended
2004,Australia,AUS,14,In force
2004,Australia,AUS,14,In force
2004,Australia,AUS,14,Ended
2004,Australia,AUS,14,Ended
2004,Australia,AUS,14,Ended
2004,Australia,AUS,14,Ended
2004,Australia,AUS,14,Ended
2004,Australia,AUS,14,Ended
2004,Australia,AUS,14,Ended
2004,Australia,AUS,14,In force
2004,Australia,AUS,14,In force
2004,Australia,AUS,14,In force
2017,Belgium,BEL,6,In force
2017,Belgium,BEL,6,Achieved
2017,Belgium,BEL,6,Ended
2017,Belgium,BEL,6,In force
2017,Belgium,BEL,6,In force
2017,Belgium,BEL,6,In force
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,Achieved
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,In force
2020,Austria,AUT,12,In force
2019,Austria,AUT,9,In force
2019,Austria,AUT,9,In force
2019,Austria,AUT,9,In force
2019,Austria,AUT,9,In force
2019,Austria,AUT,9,In force
2019,Austria,AUT,9,Ended
2019,Austria,AUT,9,Ended
2019,Austria,AUT,9,In force
2019,Austria,AUT,9,In force
2013,Austria,AUT,7,In force
2013,Austria,AUT,7,In force
2013,Austria,AUT,7,In force
2013,Austria,AUT,7,In force
2013,Austria,AUT,7,Ended
2013,Austria,AUT,7,Ended
2013,Austria,AUT,7,In force
2015,Austria,AUT,4,In force
2015,Austria,AUT,4,In force
2015,Austria,AUT,4,Ended
2015,Austria,AUT,4,In force
2016,Austria,AUT,4,In force
2016,Austria,AUT,4,In force
2016,Austria,AUT,4,In force
2016,Austria,AUT,4,Announced
2017,Austria,AUT,4,In force
2017,Austria,AUT,4,In force
2017,Austria,AUT,4,In force
2017,Austria,AUT,4,In force
2018,Austria,AUT,6,In force
2018,Austria,AUT,6,In force
2018,Austria,AUT,6,In force
2018,Austria,AUT,6,In force
2018,Austria,AUT,6,In force
2018,Austria,AUT,6,In force
2009,Austria,AUT,4,Ended
2009,Austria,AUT,4,In force
2009,Austria,AUT,4,In force
2009,Austria,AUT,4,Ended
2011,Austria,AUT,4,In force
2011,Austria,AUT,4,In force
2011,Austria,AUT,4,Ended
2011,Austria,AUT,4,In force
2011,Austria,AUT,4,In force
2010,Austria,AUT,6,In force
2010,Austria,AUT,6,In force
2010,Austria,AUT,6,In force
2010,Austria,AUT,6,Ended
2010,Austria,AUT,6,Ended
2010,Austria,AUT,6,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2012,Austria,AUT,12,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2018,Australia,AUS,15,In force
2016,Australia,AUS,13,In force
2016,Australia,AUS,13,In force
2016,Australia,AUS,13,In force
2016,Australia,AUS,13,In force
2016,Australia,AUS,13,In force
2016,Australia,AUS,13,In force
2016,Australia,AUS,13,Announced
2016,Australia,AUS,13,Ended
2016,Australia,AUS,13,Ended
2016,Australia,AUS,13,Ended
2016,Australia,AUS,13,Ended
2016,Australia,AUS,13,In force
2016,Australia,AUS,13,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2019,Australia,AUS,25,In force
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,Ended
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,Ended
2017,Australia,AUS,14,Ended
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,In force
2017,Australia,AUS,14,In force
2008,India,IND,11,In force
2008,India,IND,11,In force
2008,India,IND,11,In force
2008,India,IND,11,In force
2008,India,IND,11,Ended
2008,India,IND,11,In force
2008,India,IND,11,Ended
2008,India,IND,11,In force
2008,India,IND,11,In force
2008,India,IND,11,In force
2008,India,IND,11,In force
2015,Denmark,DNK,9,Ended
2015,Denmark,DNK,9,In force
2015,Denmark,DNK,9,In force
2015,Denmark,DNK,9,Ended
2015,Denmark,DNK,9,Ended
2015,Denmark,DNK,9,Ended
2015,Denmark,DNK,9,Ended
2015,Denmark,DNK,9,In force
2015,Denmark,DNK,9,In force
2018,Denmark,DNK,4,In force
2018,Denmark,DNK,4,In force
2018,Denmark,DNK,4,In force
2018,Denmark,DNK,4,In force
2019,Estonia,EST,6,In force
2019,Estonia,EST,6,In force
2019,Estonia,EST,6,In force
2019,Estonia,EST,6,In force
2019,Estonia,EST,6,In force
2019,Estonia,EST,6,In force
2018,Finland,FIN,7,In force
2018,Finland,FIN,7,In force
2018,Finland,FIN,7,In force
2018,Finland,FIN,7,Ended
2018,Finland,FIN,7,In force
2018,Finland,FIN,7,In force
2018,Finland,FIN,7,Ended
2003,Croatia,HRV,1,In force
2003,Croatia,HRV,1,In force
2019,Finland,FIN,5,In force
2019,Finland,FIN,5,In force
2019,Finland,FIN,5,In force
2019,Finland,FIN,5,In force
2019,Finland,FIN,5,In force
2017,Finland,FIN,4,In force
2017,Finland,FIN,4,Ended
2017,Finland,FIN,4,In force
2017,Finland,FIN,4,In force
2015,Finland,FIN,4,In force
2015,Finland,FIN,4,In force
2015,Finland,FIN,4,In force
2015,Finland,FIN,4,In force
2018,Ireland,IRL,4,In force
2018,Ireland,IRL,4,In force
2018,Ireland,IRL,4,In force
2018,Ireland,IRL,4,In force
2019,Ireland,IRL,6,In force
2019,Ireland,IRL,6,In force
2019,Ireland,IRL,6,Announced
2019,Ireland,IRL,6,In force
2019,Ireland,IRL,6,In force
2019,Ireland,IRL,6,In force
2019,Italy,ITA,8,In force
2019,Italy,ITA,8,In force
2019,Italy,ITA,8,In force
2019,Italy,ITA,8,In force
2019,Italy,ITA,8,In force
2019,Italy,ITA,8,In force
2019,Italy,ITA,8,In force
2019,Italy,ITA,8,In force
2018,Italy,ITA,4,In force
2018,Italy,ITA,4,In force
2018,Italy,ITA,4,In force
2018,Italy,ITA,4,In force
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,Ended
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,Ended
2020,Japan,JPN,15,Ended
2020,Japan,JPN,15,In force
2020,Japan,JPN,15,Ended
2020,Japan,JPN,15,In force
2016,Japan,JPN,8,In force
2016,Japan,JPN,8,In force
2016,Japan,JPN,8,In force
2016,Japan,JPN,8,In force
2016,Japan,JPN,8,In force
2016,Japan,JPN,8,Announced
2016,Japan,JPN,8,In force
2016,Japan,JPN,8,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,Ended
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2019,Netherlands,NLD,22,In force
2009,Netherlands,NLD,4,In force
2009,Netherlands,NLD,4,Ended
2009,Netherlands,NLD,4,Ended
2009,Netherlands,NLD,4,In force
2018,Netherlands,NLD,12,In force
2018,Netherlands,NLD,12,Ended
2018,Netherlands,NLD,12,In force
2018,Netherlands,NLD,12,Ended
2018,Netherlands,NLD,12,In force
2018,Netherlands,NLD,12,In force
2018,Netherlands,NLD,12,In force
2018,Netherlands,NLD,12,In force
2018,Netherlands,NLD,12,In force
2018,Netherlands,NLD,12,In force
2018,Netherlands,NLD,12,Ended
2018,Netherlands,NLD,12,In force
2013,Chile,CHL,5,In force
2013,Chile,CHL,5,In force
2013,Chile,CHL,5,In force
2013,Chile,CHL,5,In force
2013,Chile,CHL,5,In force
2014,Netherlands,NLD,9,In force
2014,Netherlands,NLD,9,Ended
2014,Netherlands,NLD,9,In force
2014,Netherlands,NLD,9,Ended
2014,Netherlands,NLD,9,Ended
2014,Netherlands,NLD,9,In force
2014,Netherlands,NLD,9,Ended
2014,Netherlands,NLD,9,In force
2014,Netherlands,NLD,9,In force
2017,Netherlands,NLD,5,In force
2017,Netherlands,NLD,5,In force
2017,Netherlands,NLD,5,Ended
2017,Netherlands,NLD,5,In force
2017,Netherlands,NLD,5,Ended
2011,Netherlands,NLD,9,In force
2011,Netherlands,NLD,9,In force
2011,Netherlands,NLD,9,In force
2011,Netherlands,NLD,9,Ended
2011,Netherlands,NLD,9,Ended
2011,Netherlands,NLD,9,In force
2011,Netherlands,NLD,9,In force
2011,Netherlands,NLD,9,In force
2011,Netherlands,NLD,9,Ended
2016,Netherlands,NLD,12,Ended
2016,Netherlands,NLD,12,In force
2016,Netherlands,NLD,12,Announced
2016,Netherlands,NLD,12,In force
2016,Netherlands,NLD,12,Ended
2016,Netherlands,NLD,12,In force
2016,Netherlands,NLD,12,Ended
2016,Netherlands,NLD,12,Ended
2016,Netherlands,NLD,12,Ended
2016,Netherlands,NLD,12,Ended
2016,Netherlands,NLD,12,In force
2016,Netherlands,NLD,12,Ended
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,Ended
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2019,Poland,POL,16,In force
2017,Poland,POL,2,In force
2017,Poland,POL,2,Ended
2015,Poland,POL,8,In force
2015,Poland,POL,8,Ended
2015,Poland,POL,8,In force
2015,Poland,POL,8,In force
2015,Poland,POL,8,In force
2015,Poland,POL,8,In force
2015,Poland,POL,8,In force
2015,Poland,POL,8,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,Ended
2011,Canada,CAN,22,Ended
2011,Canada,CAN,22,Ended
2011,Canada,CAN,22,Ended
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,Ended
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,Ended
2011,Canada,CAN,22,Ended
2011,Canada,CAN,22,Ended
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,In force
2011,Canada,CAN,22,Ended
2014,Poland,POL,5,In force
2014,Poland,POL,5,Ended
2014,Poland,POL,5,In force
2014,Poland,POL,5,In force
2014,Poland,POL,5,In force
2009,Poland,POL,4,In force
2009,Poland,POL,4,In force
2009,Poland,POL,4,In force
2009,Poland,POL,4,In force
2021,Poland,POL,14,In force
2021,Poland,POL,14,In force
2021,Poland,POL,14,In force
2021,Poland,POL,14,In force
2021,Poland,POL,14,In force
2021,Poland,POL,14,In force
2021,Poland,POL,14,In force
2021,Poland,POL,14,In force
2021,Poland,POL,14,In force
2021,Poland,POL,14,Ended
2021,Poland,POL,14,Ended
2021,Poland,POL,14,Announced
2021,Poland,POL,14,In force
2021,Poland,POL,14,In force
2009,Turkiye,TUR,5,In force
2009,Turkiye,TUR,5,In force
2009,Turkiye,TUR,5,In force
2009,Turkiye,TUR,5,In force
2009,Turkiye,TUR,5,In force
2020,Turkiye,TUR,5,In force
2020,Turkiye,TUR,5,In force
2020,Turkiye,TUR,5,In force
2020,Turkiye,TUR,5,In force
2020,Turkiye,TUR,5,In force
2008,Sweden,SWE,4,In force
2008,Sweden,SWE,4,In force
2008,Sweden,SWE,4,In force
2008,Sweden,SWE,4,In force
2017,Turkiye,TUR,7,In force
2017,Turkiye,TUR,7,In force
2017,Turkiye,TUR,7,Ended
2017,Turkiye,TUR,7,In force
2017,Turkiye,TUR,7,In force
2017,Turkiye,TUR,7,In force
2017,Turkiye,TUR,7,In force
2017,Turkiye,TUR,7,In force
2017,Turkiye,TUR,7,In force
2019,Turkiye,TUR,5,In force
2019,Turkiye,TUR,5,In force
2019,Turkiye,TUR,5,In force
2019,Turkiye,TUR,5,In force
2019,Turkiye,TUR,5,In force
2016,Turkiye,TUR,6,In force
2016,Turkiye,TUR,6,In force
2016,Turkiye,TUR,6,In force
2016,Turkiye,TUR,6,Announced
2016,Turkiye,TUR,6,In force
2016,Turkiye,TUR,6,In force
2006,Germany,DEU,7,Ended
2006,Germany,DEU,7,In force
2006,Germany,DEU,7,Ended
2006,Germany,DEU,7,In force
2006,Germany,DEU,7,Ended
2006,Germany,DEU,7,In force
2006,Germany,DEU,7,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,Ended
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,Announced
2016,Canada,CAN,25,Ended
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,Ended
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2016,Canada,CAN,25,In force
2009,Korea,KOR,4,In force
2009,Korea,KOR,4,Ended
2009,Korea,KOR,4,In force
2009,Korea,KOR,4,In force
2012,Islamic Republic of Iran,IRN,2,In force
2012,Islamic Republic of Iran,IRN,2,In force
2009,Islamic Republic of Iran,IRN,5,In force
2009,Islamic Republic of Iran,IRN,5,In force
2009,Islamic Republic of Iran,IRN,5,In force
2009,Islamic Republic of Iran,IRN,5,In force
2009,Islamic Republic of Iran,IRN,5,In force
2011,Oman,OMN,1,In force
2001,Oman,OMN,1,In force
2004,Oman,OMN,1,In force
2016,Oman,OMN,2,In force
2016,Oman,OMN,2,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,Announced
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,Announced
2021,Korea,KOR,22,Ended
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,Announced
2021,Korea,KOR,22,In force
2021,Korea,KOR,22,Ended
2016,Ghana,GHA,5,In force
2016,Ghana,GHA,5,In force
2016,Ghana,GHA,5,Announced
2016,Ghana,GHA,5,In force
2016,Ghana,GHA,5,In force
2017,Ghana,GHA,1,In force
2021,Viet Nam,VNM,5,Ended
2021,Viet Nam,VNM,5,Ended
2021,Viet Nam,VNM,5,In force
2021,Viet Nam,VNM,5,In force
2021,Viet Nam,VNM,5,In force
2021,Viet Nam,VNM,5,Announced
2021,Uzbekistan,UZB,4,Ended
2021,Uzbekistan,UZB,4,In force
2021,Uzbekistan,UZB,4,In force
2021,Uzbekistan,UZB,4,In force
2021,Zambia,ZMB,3,Ended
2021,Zambia,ZMB,3,Announced
2021,Zambia,ZMB,3,In force
2021,Zambia,ZMB,3,Announced
